CustomerID,LeadDate,LeadSource,Status,PurchaseAmount,SatisfactionScore,Message,Sentiment,Product,is_conversion,is_churn
CUST0200,23/01/09 7:00,اینستاگرام,لغو,0,5,"پشتیبانی خیلی مودب و پیگیر بود، هرچند برای رفع مشکل اصلی باید چند روز صبر می‌کردیم و همین برامون دردسر شد.",منفی,اشتراک CRM یک‌ماهه,0,1
CUST0201,23/01/09 8:00,نمایشگاه,لغو,0,3,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",مثبت,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),0,1
CUST0202,23/01/09 9:00,تبلیغ گوگل,فعال,0,3,"پشتیبانی خیلی مودب و پیگیر بود، هرچند برای رفع مشکل اصلی باید چند روز صبر می‌کردیم و همین برامون دردسر شد.",منفی,اشتراک CRM یک‌ماهه,0,0
CUST0203,23/01/09 10:00,اینستاگرام,فعال,0,3,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",منفی,ماژول مدیریت تیکت پشتیبانی,0,0
CUST0204,23/01/09 11:00,تبلیغ گوگل,فعال,0,3,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",مثبت,اشتراک CRM شش‌ماهه,0,0
CUST0205,23/01/09 12:00,اینستاگرام,خرید,2000000,3,"کیفیت پاسخ‌ها نسبت به دفعات اول بهتر شده، اما هنوز بعضی تیکت‌ها نیمه‌کاره بسته می‌شن.",منفی,ماژول گزارش‌گیری پیشرفته,1,0
CUST0206,23/01/09 13:00,نمایشگاه,فعال,0,5,"به نظر می‌رسه تیم فروش خیلی حرفه‌ای عمل می‌کنه، اما زمان تحویل ماژول‌های سفارشی طولانی‌تر از انتظار بود.",منفی,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),0,0
CUST0207,23/01/09 14:00,تبلیغ گوگل,فعال,0,3,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",منفی,اشتراک CRM یک‌ساله,0,0
CUST0208,23/01/09 15:00,تبلیغ گوگل,لغو,0,1,"تمدید اشتراک هزینه زیادی برامون داشت، ولی چون تیم به نرم‌افزار وابسته شده مجبور شدیم تمدید کنیم.",مثبت,ماژول اتوماسیون بازاریابی,0,1
CUST0209,23/01/09 16:00,تبلیغ گوگل,خرید,5000000,4,"کیفیت پاسخ‌ها نسبت به دفعات اول بهتر شده، اما هنوز بعضی تیکت‌ها نیمه‌کاره بسته می‌شن.",منفی,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),1,0
CUST0210,23/01/09 17:00,اینستاگرام,فعال,0,1,"به نظر می‌رسه تیم فروش خیلی حرفه‌ای عمل می‌کنه، اما زمان تحویل ماژول‌های سفارشی طولانی‌تر از انتظار بود.",منفی,اشتراک CRM یک‌ماهه,0,0
CUST0211,23/01/09 18:00,ارجاع مشتری,خرید,0,2,"ماژول اتوماسیون بازاریابی عالیه و صرفه‌جویی زیادی ایجاد کرد، با این حال هنوز چند باگ جدی وجود داره.",مثبت,اشتراک CRM شش‌ماهه,1,0
CUST0212,23/01/09 19:00,نمایشگاه,خرید,0,2,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",منفی,ماژول مدیریت تیکت پشتیبانی,1,0
CUST0213,23/01/09 20:00,تبلیغ گوگل,لغو,0,3,"از خرید راضی هستم، ولی اینکه هر بار برای فعال‌سازی دوباره باید با پشتیبانی تماس بگیرم آزاردهنده‌ست.",مثبت,اشتراک CRM شش‌ماهه,0,1
CUST0214,23/01/09 21:00,ارجاع مشتری,خرید,0,3,"تمدید اشتراک هزینه زیادی برامون داشت، ولی چون تیم به نرم‌افزار وابسته شده مجبور شدیم تمدید کنیم.",مثبت,اشتراک CRM شش‌ماهه,1,0
CUST0215,23/01/09 22:00,نمایشگاه,فعال,0,4,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",منفی,ماژول مدیریت تیکت پشتیبانی,0,0
CUST0216,23/01/09 23:00,نمایشگاه,لغو,0,4,"پشتیبانی خیلی مودب و پیگیر بود، هرچند برای رفع مشکل اصلی باید چند روز صبر می‌کردیم و همین برامون دردسر شد.",مثبت,ماژول اتوماسیون بازاریابی,0,1
CUST0217,23/01/10 0:00,تبلیغ گوگل,خرید,0,3,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",منفی,ماژول مدیریت تیکت پشتیبانی,1,0
CUST0218,23/01/10 1:00,تبلیغ گوگل,فعال,0,3,"به نظر می‌رسه تیم فروش خیلی حرفه‌ای عمل می‌کنه، اما زمان تحویل ماژول‌های سفارشی طولانی‌تر از انتظار بود.",مثبت,ماژول اتوماسیون بازاریابی,0,0
CUST0219,23/01/10 2:00,اینستاگرام,فعال,0,3,"تمدید اشتراک هزینه زیادی برامون داشت، ولی چون تیم به نرم‌افزار وابسته شده مجبور شدیم تمدید کنیم.",منفی,ماژول مدیریت تیکت پشتیبانی,0,0
CUST0220,23/01/10 3:00,ارجاع مشتری,لغو,0,4,"از یک طرف امکانات نرم‌افزار واقعاً جامع و کاربردیه، اما کندی سرعت و قطعی‌های مکرر باعث شده تیمم دل‌سرد بشه.",مثبت,اشتراک CRM یک‌ماهه,0,1
CUST0221,23/01/10 4:00,ارجاع مشتری,فعال,0,1,"به نظر می‌رسه تیم فروش خیلی حرفه‌ای عمل می‌کنه، اما زمان تحویل ماژول‌های سفارشی طولانی‌تر از انتظار بود.",منفی,ماژول اتوماسیون بازاریابی,0,0
CUST0222,23/01/10 5:00,تبلیغ گوگل,خرید,10000000,1,"کیفیت پاسخ‌ها نسبت به دفعات اول بهتر شده، اما هنوز بعضی تیکت‌ها نیمه‌کاره بسته می‌شن.",مثبت,اشتراک CRM یک‌ماهه,1,0
CUST0223,23/01/10 6:00,نمایشگاه,فعال,0,4,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",خنثی,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),0,0
CUST0224,23/01/10 7:00,تبلیغ گوگل,خرید,0,3,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",منفی,ماژول اتوماسیون بازاریابی,1,0
CUST0225,23/01/10 8:00,نمایشگاه,لغو,0,2,"تمدید اشتراک هزینه زیادی برامون داشت، ولی چون تیم به نرم‌افزار وابسته شده مجبور شدیم تمدید کنیم.",مثبت,ماژول اتوماسیون بازاریابی,0,1
CUST0226,23/01/10 9:00,نمایشگاه,خرید,5000000,2,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",منفی,ماژول مدیریت تیکت پشتیبانی,1,0
CUST0227,23/01/10 10:00,تبلیغ گوگل,لغو,0,5,"تمدید اشتراک هزینه زیادی برامون داشت، ولی چون تیم به نرم‌افزار وابسته شده مجبور شدیم تمدید کنیم.",منفی,ماژول اتوماسیون بازاریابی,0,1
CUST0228,23/01/10 11:00,وب‌سایت,لغو,0,5,"از خرید راضی هستم، ولی اینکه هر بار برای فعال‌سازی دوباره باید با پشتیبانی تماس بگیرم آزاردهنده‌ست.",منفی,اشتراک CRM یک‌ماهه,0,1
CUST0229,23/01/10 12:00,ارجاع مشتری,خرید,0,4,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",مثبت,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),1,0
CUST0230,23/01/10 13:00,نمایشگاه,لغو,0,3,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",مثبت,ماژول مدیریت تیکت پشتیبانی,0,1
CUST0231,23/01/10 14:00,نمایشگاه,لغو,0,4,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",خنثی,اشتراک CRM یک‌ساله,0,1
CUST0232,23/01/10 15:00,وب‌سایت,لغو,0,5,"تمدید اشتراک هزینه زیادی برامون داشت، ولی چون تیم به نرم‌افزار وابسته شده مجبور شدیم تمدید کنیم.",مثبت,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),0,1
CUST0233,23/01/10 16:00,اینستاگرام,خرید,2000000,5,"ماژول اتوماسیون بازاریابی عالیه و صرفه‌جویی زیادی ایجاد کرد، با این حال هنوز چند باگ جدی وجود داره.",مثبت,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),1,0
CUST0234,23/01/10 17:00,وب‌سایت,لغو,0,2,"به نظر می‌رسه تیم فروش خیلی حرفه‌ای عمل می‌کنه، اما زمان تحویل ماژول‌های سفارشی طولانی‌تر از انتظار بود.",خنثی,اشتراک CRM یک‌ماهه,0,1
CUST0235,23/01/10 18:00,وب‌سایت,خرید,0,5,"کیفیت پاسخ‌ها نسبت به دفعات اول بهتر شده، اما هنوز بعضی تیکت‌ها نیمه‌کاره بسته می‌شن.",مثبت,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),1,0
CUST0236,23/01/10 19:00,نمایشگاه,فعال,0,2,"ماژول اتوماسیون بازاریابی عالیه و صرفه‌جویی زیادی ایجاد کرد، با این حال هنوز چند باگ جدی وجود داره.",مثبت,اشتراک CRM یک‌ساله,0,0
CUST0237,23/01/10 20:00,ارجاع مشتری,لغو,0,2,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",خنثی,اشتراک CRM شش‌ماهه,0,1
CUST0238,23/01/10 21:00,وب‌سایت,خرید,5000000,4,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",مثبت,ماژول مدیریت تیکت پشتیبانی,1,0
CUST0239,23/01/10 22:00,اینستاگرام,خرید,2000000,3,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",مثبت,اشتراک CRM شش‌ماهه,1,0
CUST0240,23/01/10 23:00,تبلیغ گوگل,خرید,0,5,"احساس کلی مثبته، اما نگرانی داریم که در بلندمدت پشتیبانی نتونه همین کیفیت رو حفظ کنه.",منفی,ماژول مدیریت تیکت پشتیبانی,1,0
CUST0241,23/01/11 0:00,وب‌سایت,خرید,10000000,1,"پشتیبانی خیلی مودب و پیگیر بود، هرچند برای رفع مشکل اصلی باید چند روز صبر می‌کردیم و همین برامون دردسر شد.",منفی,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),1,0
CUST0242,23/01/11 1:00,وب‌سایت,لغو,0,4,"از یک طرف امکانات نرم‌افزار واقعاً جامع و کاربردیه، اما کندی سرعت و قطعی‌های مکرر باعث شده تیمم دل‌سرد بشه.",مثبت,ماژول مدیریت تیکت پشتیبانی,0,1
CUST0243,23/01/11 2:00,اینستاگرام,فعال,0,5,"احساس کلی مثبته، اما نگرانی داریم که در بلندمدت پشتیبانی نتونه همین کیفیت رو حفظ کنه.",منفی,اشتراک CRM یک‌ماهه,0,0
CUST0244,23/01/11 3:00,ارجاع مشتری,فعال,0,5,"از یک طرف امکانات نرم‌افزار واقعاً جامع و کاربردیه، اما کندی سرعت و قطعی‌های مکرر باعث شده تیمم دل‌سرد بشه.",منفی,اشتراک CRM یک‌ساله,0,0
CUST0245,23/01/11 4:00,وب‌سایت,خرید,0,2,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",مثبت,ماژول مدیریت تیکت پشتیبانی,1,0
CUST0246,23/01/11 5:00,وب‌سایت,خرید,10000000,3,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",مثبت,اشتراک CRM یک‌ساله,1,0
CUST0247,23/01/11 6:00,ارجاع مشتری,فعال,0,4,"از خرید راضی هستم، ولی اینکه هر بار برای فعال‌سازی دوباره باید با پشتیبانی تماس بگیرم آزاردهنده‌ست.",خنثی,ماژول مدیریت تیکت پشتیبانی,0,0
CUST0248,23/01/11 7:00,اینستاگرام,فعال,0,2,"کیفیت پاسخ‌ها نسبت به دفعات اول بهتر شده، اما هنوز بعضی تیکت‌ها نیمه‌کاره بسته می‌شن.",منفی,اشتراک CRM یک‌ساله,0,0
CUST0249,23/01/11 8:00,وب‌سایت,فعال,0,5,"تمدید اشتراک هزینه زیادی برامون داشت، ولی چون تیم به نرم‌افزار وابسته شده مجبور شدیم تمدید کنیم.",مثبت,اشتراک CRM شش‌ماهه,0,0
CUST0250,23/01/11 9:00,ارجاع مشتری,خرید,2000000,5,"کیفیت پاسخ‌ها نسبت به دفعات اول بهتر شده، اما هنوز بعضی تیکت‌ها نیمه‌کاره بسته می‌شن.",منفی,اشتراک CRM یک‌ماهه,1,0
CUST0251,23/01/11 10:00,وب‌سایت,لغو,0,2,"از خرید راضی هستم، ولی اینکه هر بار برای فعال‌سازی دوباره باید با پشتیبانی تماس بگیرم آزاردهنده‌ست.",خنثی,ماژول مدیریت تیکت پشتیبانی,0,1
CUST0252,23/01/11 11:00,تبلیغ گوگل,لغو,0,2,"تمدید اشتراک هزینه زیادی برامون داشت، ولی چون تیم به نرم‌افزار وابسته شده مجبور شدیم تمدید کنیم.",منفی,ماژول گزارش‌گیری پیشرفته,0,1
CUST0253,23/01/11 12:00,نمایشگاه,لغو,0,1,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",مثبت,اشتراک CRM یک‌ساله,0,1
CUST0254,23/01/11 13:00,تبلیغ گوگل,خرید,10000000,5,"از خرید راضی هستم، ولی اینکه هر بار برای فعال‌سازی دوباره باید با پشتیبانی تماس بگیرم آزاردهنده‌ست.",مثبت,اشتراک CRM یک‌ساله,1,0
CUST0255,23/01/11 14:00,وب‌سایت,خرید,3500000,2,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",خنثی,ماژول گزارش‌گیری پیشرفته,1,0
CUST0256,23/01/11 15:00,اینستاگرام,خرید,3500000,3,"از خرید راضی هستم، ولی اینکه هر بار برای فعال‌سازی دوباره باید با پشتیبانی تماس بگیرم آزاردهنده‌ست.",مثبت,اشتراک CRM یک‌ماهه,1,0
CUST0257,23/01/11 16:00,نمایشگاه,فعال,0,3,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",منفی,اشتراک CRM یک‌ساله,0,0
CUST0258,23/01/11 17:00,تبلیغ گوگل,لغو,0,4,"از خرید راضی هستم، ولی اینکه هر بار برای فعال‌سازی دوباره باید با پشتیبانی تماس بگیرم آزاردهنده‌ست.",خنثی,اشتراک CRM یک‌ماهه,0,1
CUST0259,23/01/11 18:00,ارجاع مشتری,خرید,5000000,1,"از خرید راضی هستم، ولی اینکه هر بار برای فعال‌سازی دوباره باید با پشتیبانی تماس بگیرم آزاردهنده‌ست.",منفی,اشتراک CRM یک‌ساله,1,0
CUST0260,23/01/11 19:00,اینستاگرام,خرید,0,2,"ماژول اتوماسیون بازاریابی عالیه و صرفه‌جویی زیادی ایجاد کرد، با این حال هنوز چند باگ جدی وجود داره.",منفی,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),1,0
CUST0261,23/01/11 20:00,تبلیغ گوگل,فعال,0,5,"کیفیت پاسخ‌ها نسبت به دفعات اول بهتر شده، اما هنوز بعضی تیکت‌ها نیمه‌کاره بسته می‌شن.",مثبت,ماژول اتوماسیون بازاریابی,0,0
CUST0262,23/01/11 21:00,ارجاع مشتری,فعال,0,5,"از یک طرف امکانات نرم‌افزار واقعاً جامع و کاربردیه، اما کندی سرعت و قطعی‌های مکرر باعث شده تیمم دل‌سرد بشه.",منفی,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),0,0
CUST0263,23/01/11 22:00,وب‌سایت,فعال,0,4,"احساس کلی مثبته، اما نگرانی داریم که در بلندمدت پشتیبانی نتونه همین کیفیت رو حفظ کنه.",مثبت,اشتراک CRM یک‌ساله,0,0
CUST0264,23/01/11 23:00,ارجاع مشتری,لغو,0,1,"ماژول اتوماسیون بازاریابی عالیه و صرفه‌جویی زیادی ایجاد کرد، با این حال هنوز چند باگ جدی وجود داره.",منفی,ماژول اتوماسیون بازاریابی,0,1
CUST0265,23/01/12 0:00,تبلیغ گوگل,خرید,3500000,3,"از یک طرف امکانات نرم‌افزار واقعاً جامع و کاربردیه، اما کندی سرعت و قطعی‌های مکرر باعث شده تیمم دل‌سرد بشه.",منفی,ماژول مدیریت تیکت پشتیبانی,1,0
CUST0266,23/01/12 1:00,تبلیغ گوگل,فعال,0,4,"ماژول اتوماسیون بازاریابی عالیه و صرفه‌جویی زیادی ایجاد کرد، با این حال هنوز چند باگ جدی وجود داره.",مثبت,اشتراک CRM یک‌ماهه,0,0
CUST0267,23/01/12 2:00,وب‌سایت,لغو,0,3,"پشتیبانی خیلی مودب و پیگیر بود، هرچند برای رفع مشکل اصلی باید چند روز صبر می‌کردیم و همین برامون دردسر شد.",منفی,اشتراک CRM یک‌ساله,0,1
CUST0268,23/01/12 3:00,ارجاع مشتری,لغو,0,5,"تمدید اشتراک هزینه زیادی برامون داشت، ولی چون تیم به نرم‌افزار وابسته شده مجبور شدیم تمدید کنیم.",مثبت,اشتراک CRM شش‌ماهه,0,1
CUST0269,23/01/12 4:00,ارجاع مشتری,فعال,0,4,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",مثبت,اشتراک CRM شش‌ماهه,0,0
CUST0270,23/01/12 5:00,وب‌سایت,لغو,0,1,"احساس کلی مثبته، اما نگرانی داریم که در بلندمدت پشتیبانی نتونه همین کیفیت رو حفظ کنه.",مثبت,ماژول گزارش‌گیری پیشرفته,0,1
CUST0271,23/01/12 6:00,ارجاع مشتری,فعال,0,5,"ماژول اتوماسیون بازاریابی عالیه و صرفه‌جویی زیادی ایجاد کرد، با این حال هنوز چند باگ جدی وجود داره.",مثبت,اشتراک CRM شش‌ماهه,0,0
CUST0272,23/01/12 7:00,وب‌سایت,لغو,0,5,"ماژول اتوماسیون بازاریابی عالیه و صرفه‌جویی زیادی ایجاد کرد، با این حال هنوز چند باگ جدی وجود داره.",خنثی,ماژول اتوماسیون بازاریابی,0,1
CUST0273,23/01/12 8:00,اینستاگرام,خرید,10000000,1,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",مثبت,اشتراک CRM شش‌ماهه,1,0
CUST0274,23/01/12 9:00,تبلیغ گوگل,لغو,0,4,"از خرید راضی هستم، ولی اینکه هر بار برای فعال‌سازی دوباره باید با پشتیبانی تماس بگیرم آزاردهنده‌ست.",منفی,اشتراک CRM شش‌ماهه,0,1
CUST0275,23/01/12 10:00,اینستاگرام,فعال,0,3,"پشتیبانی خیلی مودب و پیگیر بود، هرچند برای رفع مشکل اصلی باید چند روز صبر می‌کردیم و همین برامون دردسر شد.",مثبت,اشتراک CRM شش‌ماهه,0,0
CUST0276,23/01/12 11:00,نمایشگاه,خرید,5000000,3,"احساس کلی مثبته، اما نگرانی داریم که در بلندمدت پشتیبانی نتونه همین کیفیت رو حفظ کنه.",منفی,اشتراک CRM یک‌ساله,1,0
CUST0277,23/01/12 12:00,نمایشگاه,خرید,5000000,2,"احساس کلی مثبته، اما نگرانی داریم که در بلندمدت پشتیبانی نتونه همین کیفیت رو حفظ کنه.",خنثی,ماژول گزارش‌گیری پیشرفته,1,0
CUST0278,23/01/12 13:00,نمایشگاه,خرید,0,4,"تمدید اشتراک هزینه زیادی برامون داشت، ولی چون تیم به نرم‌افزار وابسته شده مجبور شدیم تمدید کنیم.",مثبت,اشتراک CRM یک‌ماهه,1,0
CUST0279,23/01/12 14:00,وب‌سایت,فعال,0,5,"احساس کلی مثبته، اما نگرانی داریم که در بلندمدت پشتیبانی نتونه همین کیفیت رو حفظ کنه.",منفی,ماژول گزارش‌گیری پیشرفته,0,0
CUST0280,23/01/12 15:00,ارجاع مشتری,فعال,0,4,"به نظر می‌رسه تیم فروش خیلی حرفه‌ای عمل می‌کنه، اما زمان تحویل ماژول‌های سفارشی طولانی‌تر از انتظار بود.",منفی,ماژول اتوماسیون بازاریابی,0,0
CUST0281,23/01/12 16:00,اینستاگرام,فعال,0,1,"احساس کلی مثبته، اما نگرانی داریم که در بلندمدت پشتیبانی نتونه همین کیفیت رو حفظ کنه.",منفی,اشتراک CRM یک‌ساله,0,0
CUST0282,23/01/12 17:00,اینستاگرام,فعال,0,4,"ماژول اتوماسیون بازاریابی عالیه و صرفه‌جویی زیادی ایجاد کرد، با این حال هنوز چند باگ جدی وجود داره.",مثبت,ماژول مدیریت تیکت پشتیبانی,0,0
CUST0283,23/01/12 18:00,اینستاگرام,لغو,0,3,"به نظر می‌رسه تیم فروش خیلی حرفه‌ای عمل می‌کنه، اما زمان تحویل ماژول‌های سفارشی طولانی‌تر از انتظار بود.",مثبت,اشتراک CRM یک‌ساله,0,1
CUST0284,23/01/12 19:00,اینستاگرام,خرید,0,5,"از یک طرف امکانات نرم‌افزار واقعاً جامع و کاربردیه، اما کندی سرعت و قطعی‌های مکرر باعث شده تیمم دل‌سرد بشه.",منفی,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),1,0
CUST0285,23/01/12 20:00,نمایشگاه,لغو,0,3,"از خرید راضی هستم، ولی اینکه هر بار برای فعال‌سازی دوباره باید با پشتیبانی تماس بگیرم آزاردهنده‌ست.",مثبت,اشتراک CRM شش‌ماهه,0,1
CUST0286,23/01/12 21:00,اینستاگرام,فعال,0,2,"به نظر می‌رسه تیم فروش خیلی حرفه‌ای عمل می‌کنه، اما زمان تحویل ماژول‌های سفارشی طولانی‌تر از انتظار بود.",مثبت,اشتراک CRM شش‌ماهه,0,0
CUST0287,23/01/12 22:00,ارجاع مشتری,لغو,0,2,"از یک طرف امکانات نرم‌افزار واقعاً جامع و کاربردیه، اما کندی سرعت و قطعی‌های مکرر باعث شده تیمم دل‌سرد بشه.",منفی,ماژول اتوماسیون بازاریابی,0,1
CUST0288,23/01/12 23:00,نمایشگاه,فعال,0,4,"پشتیبانی خیلی مودب و پیگیر بود، هرچند برای رفع مشکل اصلی باید چند روز صبر می‌کردیم و همین برامون دردسر شد.",مثبت,ماژول مدیریت تیکت پشتیبانی,0,0
CUST0289,23/01/13 0:00,اینستاگرام,خرید,10000000,3,"کیفیت پاسخ‌ها نسبت به دفعات اول بهتر شده، اما هنوز بعضی تیکت‌ها نیمه‌کاره بسته می‌شن.",مثبت,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),1,0
CUST0290,23/01/13 1:00,وب‌سایت,لغو,0,4,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",مثبت,اشتراک CRM یک‌ساله,0,1
CUST0291,23/01/13 2:00,تبلیغ گوگل,خرید,2000000,2,"ماژول اتوماسیون بازاریابی عالیه و صرفه‌جویی زیادی ایجاد کرد، با این حال هنوز چند باگ جدی وجود داره.",مثبت,ماژول مدیریت تیکت پشتیبانی,1,0
CUST0292,23/01/13 3:00,تبلیغ گوگل,خرید,5000000,3,"به نظر می‌رسه تیم فروش خیلی حرفه‌ای عمل می‌کنه، اما زمان تحویل ماژول‌های سفارشی طولانی‌تر از انتظار بود.",منفی,اشتراک CRM یک‌ماهه,1,0
CUST0293,23/01/13 4:00,تبلیغ گوگل,فعال,0,3,"کیفیت پاسخ‌ها نسبت به دفعات اول بهتر شده، اما هنوز بعضی تیکت‌ها نیمه‌کاره بسته می‌شن.",مثبت,ماژول گزارش‌گیری پیشرفته,0,0
CUST0294,23/01/13 5:00,نمایشگاه,لغو,0,5,"از خرید راضی هستم، ولی اینکه هر بار برای فعال‌سازی دوباره باید با پشتیبانی تماس بگیرم آزاردهنده‌ست.",خنثی,اشتراک CRM یک‌ساله,0,1
CUST0295,23/01/13 6:00,اینستاگرام,خرید,0,5,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",خنثی,ماژول مدیریت تیکت پشتیبانی,1,0
CUST0296,23/01/13 7:00,نمایشگاه,خرید,5000000,2,"پشتیبانی خیلی مودب و پیگیر بود، هرچند برای رفع مشکل اصلی باید چند روز صبر می‌کردیم و همین برامون دردسر شد.",منفی,اشتراک CRM یک‌ماهه,1,0
CUST0297,23/01/13 8:00,ارجاع مشتری,لغو,0,3,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",مثبت,اشتراک CRM یک‌ماهه,0,1
CUST0298,23/01/13 9:00,وب‌سایت,خرید,0,2,"از خرید راضی هستم، ولی اینکه هر بار برای فعال‌سازی دوباره باید با پشتیبانی تماس بگیرم آزاردهنده‌ست.",منفی,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),1,0
CUST0299,23/01/13 10:00,وب‌سایت,فعال,0,4,"پشتیبانی خیلی مودب و پیگیر بود، هرچند برای رفع مشکل اصلی باید چند روز صبر می‌کردیم و همین برامون دردسر شد.",مثبت,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),0,0
CUST0300,23/01/13 11:00,تبلیغ گوگل,خرید,0,3,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",مثبت,ماژول گزارش‌گیری پیشرفته,1,0
CUST0301,23/01/13 12:00,تبلیغ گوگل,فعال,0,5,"از یک طرف امکانات نرم‌افزار واقعاً جامع و کاربردیه، اما کندی سرعت و قطعی‌های مکرر باعث شده تیمم دل‌سرد بشه.",مثبت,اشتراک CRM یک‌ماهه,0,0
CUST0302,23/01/13 13:00,تبلیغ گوگل,لغو,0,5,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",منفی,ماژول اتوماسیون بازاریابی,0,1
CUST0303,23/01/13 14:00,اینستاگرام,خرید,5000000,3,"به نظر می‌رسه تیم فروش خیلی حرفه‌ای عمل می‌کنه، اما زمان تحویل ماژول‌های سفارشی طولانی‌تر از انتظار بود.",منفی,اشتراک CRM یک‌ماهه,1,0
CUST0304,23/01/13 15:00,ارجاع مشتری,فعال,0,3,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",مثبت,ماژول مدیریت تیکت پشتیبانی,0,0
CUST0305,23/01/13 16:00,ارجاع مشتری,لغو,0,5,"احساس کلی مثبته، اما نگرانی داریم که در بلندمدت پشتیبانی نتونه همین کیفیت رو حفظ کنه.",منفی,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),0,1
